Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeWhenStarted,AvgYearsPerCompany,StabilityInRole,LoyaltyToManager,CompanyLoyalty,PromotionFrequency,AvgTrainingPerYear,IncomePerKm,AvgMonthlyIncomePerYear,AgeGroup
38,0.0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,19,2.375,0.0,0.0,0.05263157894736842,1.0,1.0,345.0,6861.0,36-40
31,0.0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,22,1.0,1.0,1.0,0.2222222222222222,0.6666666666666666,1.5,442.3333333333333,6837.5,31-35
26,0.0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,23,3.0,0.6666666666666666,0.6666666666666666,1.0,3.0,0.6666666666666666,165.16666666666666,886.3333333333334,26-30
30,0.0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627,23631,0,No,12,3,1,1,10,6,3,9,2,6,7,20,40.0,0.2222222222222222,0.7777777777777778,0.9,1.2857142857142858,0.6666666666666666,189.66666666666666,514.1111111111111,26-30
34,0.0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,0,No,11,3,4,1,10,0,2,9,7,1,6,24,40.0,0.7777777777777778,0.6666666666666666,0.9,4.5,0.0,104.77777777777777,944.4444444444445,31-35
35,0.0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506,6020,0,Yes,14,3,4,0,4,3,3,3,2,2,2,31,40.0,0.6666666666666666,0.6666666666666666,0.75,1.0,1.0,122.5,1168.6666666666667,31-35
27,0.0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0,26,1.0,0.0,0.0,1.0,1.0,6.0,620.0,2341.0,26-30
31,0.0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3,25,40.0,0.4,0.6,0.8333333333333334,5.0,0.8,138.2,964.2,31-35
39,0.0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,31,8.0,0.375,0.875,1.0,8.0,0.375,55.375,469.375,36-40
29,0.0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,19,10.0,0.7,0.7,1.0,10.0,0.3,54.43478260869565,270.0,26-30
29,1.0,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,No,22,4,4,3,10,3,2,10,4,1,9,19,10.0,0.4,0.9,1.0,5.0,0.3,4.481481481481482,763.9,26-30
44,1.0,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362,14669,4,No,12,3,3,0,10,4,4,3,2,1,2,34,2.5,0.6666666666666666,0.6666666666666666,0.3,1.5,1.3333333333333333,311.6666666666667,787.3333333333334,41-50
26,0.0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,21,5.0,0.8,0.6,1.0,1.0,0.6,140.16666666666666,473.6,26-30
48,0.0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,34,7.0,0.7777777777777778,0.7777777777777778,0.6428571428571429,1.2857142857142858,0.2222222222222222,81.5,450.1111111111111,41-50
38,0.0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,19,6.333333333333333,0.6666666666666666,0.6666666666666666,0.15789473684210525,1.0,0.6666666666666666,121.33333333333333,1439.0,36-40
23,1.0,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,22,1.0,,,0.0,0.0,6.0,207.16666666666666,18711.0,15-25
50,0.0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,28,7.333333333333333,0.9166666666666666,0.4166666666666667,0.5454545454545454,6.0,0.16666666666666666,39.125,1164.4166666666667,41-50
37,0.0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,25,6.0,0.6,0.6,0.4166666666666667,2.5,0.6,396.3333333333333,1485.6,36-40
31,0.0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2,23,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.375,3.0,1.0,174.75,703.0,31-35
49,1.0,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7,40,9.0,0.8888888888888888,0.7777777777777778,1.0,1.125,0.3333333333333333,107.63636363636364,850.4444444444445,41-50
34,0.0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,8,5,10,19,3.75,0.7272727272727273,0.9090909090909091,0.7333333333333333,1.8333333333333333,0.18181818181818182,7.105263157894737,404.0,31-35
41,1.0,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,0,8,0,1,6,4,0,5,33,1.0,0.6666666666666666,0.8333333333333334,0.75,6.0,0.0,1102.0,998.8333333333334,41-50
34,0.0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,24,3.3333333333333335,0.2,0.6,0.5,1.0,0.4,121.25,1228.4,31-35
39,0.0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938,6420,0,No,25,4,4,0,20,1,3,19,6,11,8,19,40.0,0.3157894736842105,0.42105263157894735,0.95,1.5833333333333333,0.05263157894736842,252.5,575.6842105263158,36-40
32,1.0,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,22,10.0,0.2,0.7,1.0,1.4285714285714286,0.5,70.3125,391.9,31-35
37,0.0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326,11411,1,Yes,12,3,3,3,4,3,2,4,2,1,2,33,4.0,0.5,0.5,1.0,2.0,0.75,98.77777777777777,581.5,36-40
30,1.0,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,23,1.75,0.4,0.2,0.7142857142857143,5.0,0.4,6.2727272727272725,426.4,26-30
55,0.0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,19045,18938,0,Yes,14,3,3,0,37,2,3,36,10,4,13,18,40.0,0.2777777777777778,0.3611111111111111,0.972972972972973,7.2,0.05555555555555555,452.0,529.0277777777778,51-65
37,0.0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,33,1.3333333333333333,0.0,0.0,0.25,1.0,2.0,122.5,4680.0,36-40
35,0.0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,20,1.6666666666666667,0.8181818181818182,0.8181818181818182,0.7333333333333333,1.5714285714285714,0.18181818181818182,619.0,428.8181818181818,31-35
46,0.0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,25,10.5,0.9,0.5,0.47619047619047616,1.0,0.5,638.0,1067.3,41-50
36,0.0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,29,1.4,0.0,0.0,0.14285714285714285,1.0,2.0,307.3333333333333,2835.0,36-40
24,0.0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4,18,40.0,0.4,0.8,0.8333333333333334,1.25,0.4,317.25,632.4,15-25
50,0.0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,21,14.5,0.125,0.875,0.27586206896551724,1.0,0.25,732.0,2404.625,41-50
32,0.0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,27,0.8333333333333334,0.0,0.6666666666666666,0.6,3.0,1.0,1184.0,777.3333333333334,31-35
34,0.0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,28,6.0,0.8333333333333334,0.5,1.0,3.0,0.5,60.5,730.1666666666666,31-35
26,0.0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,23577,0,No,12,3,4,0,8,2,3,7,7,0,7,18,40.0,1.0,1.0,0.875,7.0,0.2857142857142857,93.14285714285714,511.14285714285717,26-30
33,0.0,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,No,19,3,1,2,10,3,3,5,3,1,3,23,5.0,0.6,0.6,0.5,2.5,0.6,1141.0,1075.2,31-35
38,0.0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,35,40.0,0.5,1.0,0.6666666666666666,2.0,0.0,139.1,1342.0,36-40
37,0.0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629,19106,4,No,18,3,1,0,8,6,3,3,2,0,2,29,2.0,0.6666666666666666,0.6666666666666666,0.375,3.0,2.0,132.9090909090909,1209.6666666666667,36-40
35,0.0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,25,2.5,0.875,0.0,0.8,8.0,0.25,79.75,954.0,31-35
32,0.0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176,19737,4,No,13,3,4,0,9,5,3,6,2,0,4,23,2.25,0.3333333333333333,0.6666666666666666,0.6666666666666666,6.0,0.8333333333333334,64.0,362.6666666666667,31-35
38,0.0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,21,2.8333333333333335,0.4666666666666667,0.8,0.8823529411764706,3.0,0.13333333333333333,120.0,398.6666666666667,36-40
39,0.0,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068,5355,1,Yes,14,3,4,0,21,3,3,21,9,11,10,18,21.0,0.42857142857142855,0.47619047619047616,1.0,1.75,0.14285714285714285,11.7,812.7619047619048,36-40
33,0.0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,No,13,3,2,1,15,5,3,14,10,4,10,18,40.0,0.7142857142857143,0.7142857142857143,0.9333333333333333,2.8,0.35714285714285715,13.0,198.64285714285714,31-35
59,0.0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,16490,5,No,17,3,4,0,13,2,3,6,1,0,5,46,2.6,0.16666666666666666,0.8333333333333334,0.46153846153846156,6.0,0.3333333333333333,108.66666666666667,861.8333333333334,51-65
36,0.0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11,18,18.0,0.7777777777777778,0.6111111111111112,1.0,3.6,0.05555555555555555,928.0,344.5,36-40
37,0.0,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7,27,10.0,0.8,0.7,1.0,10.0,0.1,60.27272727272727,1218.5,36-40
28,0.0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310,4488,1,No,21,4,4,0,5,3,3,5,3,0,2,23,5.0,0.6,0.4,1.0,5.0,0.6,139.625,662.0,26-30
49,0.0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,18,31.0,0.2903225806451613,0.2903225806451613,1.0,31.0,0.16129032258064516,69.16666666666667,629.0967741935484,41-50
34,0.0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,28,6.0,0.8333333333333334,0.5,1.0,3.0,0.5,254.0,603.6666666666666,31-35
35,1.0,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,26,40.0,0.875,0.875,0.8888888888888888,1.6,0.25,301.0,1197.75,31-35
27,0.0,Travel_Frequently,994,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,No,15,3,4,0,9,0,3,9,8,1,7,18,9.0,0.8888888888888888,0.7777777777777778,1.0,4.5,0.0,124.25,969.5555555555555,26-30
48,0.0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,21,3.857142857142857,0.7333333333333333,0.5333333333333333,0.5555555555555556,3.0,0.2,338.75,733.2666666666667,41-50
41,0.0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,34,3.5,0.0,0.8,0.7142857142857143,2.5,0.4,103.66666666666667,447.6,41-50
36,0.0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,No,12,3,3,0,12,2,2,11,10,0,7,24,12.0,0.9090909090909091,0.6363636363636364,0.9166666666666666,11.0,0.18181818181818182,156.33333333333334,335.6363636363636,36-40
40,0.0,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876,14242,9,No,14,3,4,1,5,5,1,3,2,0,2,35,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6,3.0,1.6666666666666667,127.88888888888889,1625.3333333333333,36-40
31,0.0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8,20,11.0,0.6363636363636364,0.7272727272727273,1.0,5.5,0.18181818181818182,93.25,402.1818181818182,31-35
20,1.0,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,19,1.0,0.0,1.0,1.0,0.5,5.0,136.2,1009.0,15-25
36,1.0,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,1,2,0,2,1,0,0,0,34,40.0,0.0,0.0,0.5,1.0,0.0,35.333333333333336,3388.0,36-40
35,0.0,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789,9096,1,No,14,3,1,0,10,3,4,10,7,0,8,25,10.0,0.7,0.8,1.0,10.0,0.3,944.0,878.9,31-35
24,0.0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,19,5.0,0.5,0.5,0.8,1.0,1.5,70.94117647058823,1094.25,15-25
23,0.0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,16901,1,No,22,4,4,1,1,2,3,1,0,0,1,22,1.0,0.0,1.0,1.0,1.0,2.0,373.0,1223.0,15-25
28,0.0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,0,No,19,3,3,0,9,2,3,8,3,0,7,19,40.0,0.375,0.875,0.8888888888888888,8.0,0.25,92.25,707.625,26-30
60,0.0,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,50,1.25,1.0,1.0,0.2,0.6666666666666666,0.5,73.6875,2702.5,51-65
47,0.0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,27,20.0,0.5263157894736842,0.3684210526315789,0.95,6.333333333333333,0.15789473684210525,86.1875,266.6842105263158,41-50
41,0.0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,18,7.666666666666667,0.2857142857142857,0.2857142857142857,0.9130434782608695,1.6153846153846154,0.09523809523809523,42.7,911.4761904761905,41-50
24,0.0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,18,0.75,0.75,0.5,0.6666666666666666,2.0,0.5,19.875,899.25,15-25
29,0.0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3,21,1.3333333333333333,0.75,0.75,0.5,4.0,1.25,155.14285714285714,633.0,26-30
37,1.0,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,11,3,2,2,17,5,3,1,0,0,0,20,2.8333333333333335,0.0,0.0,0.058823529411764705,1.0,5.0,50.4,10048.0,36-40
55,0.0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,38,5.666666666666667,0.875,0.875,0.47058823529411764,1.1428571428571428,0.375,7.5,798.125,51-65
30,0.0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,20,10.0,0.8,0.0,1.0,2.5,0.1,852.0,512.6,26-30
26,0.0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,20,6.0,0.6,0.8,0.8333333333333334,2.5,1.0,25.107142857142858,1254.4,26-30
29,1.0,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Yes,11,3,4,0,7,4,2,7,7,0,7,22,7.0,1.0,1.0,1.0,7.0,0.5714285714285714,39.75,302.7142857142857,26-30
25,1.0,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,19,1.2,1.0,1.0,0.3333333333333333,2.0,2.5,229.33333333333334,2015.5,15-25
37,0.0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,19,18.0,0.3888888888888889,0.9444444444444444,1.0,1.3846153846153846,0.1111111111111111,79.07142857142857,168.55555555555554,36-40
36,0.0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3,30,40.0,0.8,0.6,0.8333333333333334,5.0,0.6,159.75,468.4,36-40
41,1.0,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,36,0.8333333333333334,0.0,0.0,0.2,1.0,2.0,181.2,2107.0,41-50
36,0.0,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,20763,3,Yes,16,3,4,0,15,3,3,5,4,0,1,21,5.0,0.8,0.2,0.3333333333333333,5.0,0.6,391.3333333333333,1855.6,36-40
38,0.0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,23,15.0,0.8,0.7333333333333333,1.0,2.5,0.2,1333.0,905.4666666666667,36-40
38,0.0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,30,2.6666666666666665,,,0.0,0.0,6.0,362.0,18711.0,36-40
51,0.0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17,22,14.5,0.3,0.85,0.6896551724137931,4.0,0.1,50.69230769230769,815.35,51-65
37,0.0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,13,3,1,2,13,2,3,7,7,6,7,24,3.25,1.0,1.0,0.5384615384615384,1.0,0.2857142857142857,219.83333333333334,853.4285714285714,36-40
20,1.0,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,19,1.0,0.0,0.0,1.0,0.5,5.0,145.16666666666666,2926.0,15-25
45,0.0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,37,2.6666666666666665,0.6,0.4,0.625,5.0,0.4,974.0,454.0,41-50
24,1.0,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,23,1.0,0.0,0.0,1.0,1.0,3.0,57.88235294117647,2210.0,15-25
52,0.0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,34,6.0,0.9,0.9,0.5555555555555556,1.4285714285714286,0.3,159.33333333333334,557.7,51-65
49,0.0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,23,3.25,0.4,0.0,0.19230769230769232,5.0,0.4,180.14285714285714,2193.0,41-50
19,1.0,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,19,0.0,,,,0.0,6.0,24.0,18711.0,15-25
24,0.0,Non-Travel,673,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,No,18,3,4,1,5,5,2,4,2,1,3,19,40.0,0.5,0.75,0.8,2.0,1.25,61.18181818181818,1002.75,15-25
22,0.0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,19,40.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.5,100.66666666666667,1386.5,15-25
42,0.0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,18,24.0,0.2916666666666667,0.375,1.0,1.6,0.16666666666666666,71.25,767.9166666666666,41-50
33,0.0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Yes,11,3,3,0,8,3,3,8,7,3,0,25,8.0,0.875,0.0,1.0,2.0,0.375,464.0,363.625,31-35
37,0.0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,30,7.0,0.7142857142857143,1.0,1.0,7.0,0.2857142857142857,1115.0,856.1428571428571,36-40
39,0.0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,18,21.0,0.38095238095238093,0.2857142857142857,1.0,10.5,0.14285714285714285,1218.0,914.1428571428571,36-40
36,0.0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639,2261,2,No,16,3,4,1,17,2,2,15,7,6,13,19,8.5,0.4666666666666667,0.8666666666666667,0.8823529411764706,2.142857142857143,0.13333333333333333,86.71428571428571,309.26666666666665,36-40
50,0.0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,30,3.3333333333333335,0.75,0.75,0.2,2.0,0.5,104.6,2624.0,41-50
